Text	Channel
PM Modi's mother Heeraben lights a lamp to show her support in fight against #CoronavirusPandemic. #9pm9mins 	NDTV
"""India stands united like never before"": Foreign Minister joins PM Modi\'s #9pm9minute call amid"	NDTV
Union Minister Ravi Shankar Prasad lights up candles on PM Modi's appeal to the nation to switch off all lights of	NDTV
Defence Minister Rajnath Singh lights up earthen lamps along with his family on PM Modi's appeal for unity amid	NDTV
Home Minister Amit Shah lights up earthen lamps, joins PM Modi's call for unity to fight #CoronavirusPandemic. (P	NDTV
With diyas, candles and firecrackers, India shows unity in fight against #coronavirus. Read more here:	NDTV
"#Watch | ""Prevention is the best cure"": Bhupesh Baghel, Chief Minister, Chhattisgarh#ApniSurakshaApneHaath"	NDTV
"#Watch | ""Very important to look after the poor"": Anil Agarwal, Vedanta Resources Ltd#ApniSurakshaApneHaath"	NDTV
"#Watch | ""Bhilwara has become an example for the country"": Ashok Gehlot, Chief Minister, Rajasthan"	NDTV
"#Watch | ""Everyone is fighting the war against #coronavirus together in Rajasthan"": Ashok Gehlot, Chief Minister, R"	NDTV
India lights lamps to show unity in fight against #COVID19. Read more here: 	NDTV
Top stories now on 	NDTV
#CoronavirusPandemic #9pm9minutes #CoronavirusIndia 	NDTV
"#IndiaAgainstCOVID19 | ""Taking multiple steps like \'contactless delivery\' to make sure the food users get is safe a"	NDTV
"#Watch | ""Hand washing with soap is very very important"": Parameswaran Iyer, Secretary, Water and Sanitation Minist"	NDTV
"#Watch | ""One should take the recovery period seriously"": Actor Purab Kohli (@Purab_Kohli)#ApniSurakshaApneHaath"	NDTV
"#IndiaAgainstCOVID19 | ""In urban India, only 44% people wash hands regularly"": Gaurav Jain, Senior Vice President,"	NDTV
"#IndiaAgainstCOVID19 | ""Salute people who have come together - health workers, media, police"":  Vedanta Chairman An"	NDTV
"#Watch | ""Very pleased with the response from the entire healthcare community"": Prathap Reddy, Founder, Apollo Hosp"	NDTV
RT @Sports_NDTV: Top #PremierLeague clubs like #Liverpool and #Tottenham have used the British government's scheme to fund their non-playin	NDTV
"#Watch | ""It is a wonderful time to introspect"": Actor Kubbra Sait (@KubbraSait)#ApniSurakshaApneHaath"	NDTV
"#Watch | ""Simplest thing you can do is yo wash our hands"": Gaurav Jain, Senior Vice President - Health, South Asia,"	NDTV
"#IndiaAgainstCOVID19 | ""What we are facing today was never anticipated. It\'s a big challenge"": Prathap Reddy, Found"	NDTV
#Watch | Kerala Health Minister KK Shailaja Teacher (@shailajateacher) on extending the #lockdown	NDTV
"#Watch | ""Liking that everybody is turning to yoga"": Actor Malaika Arora#ApniSurakshaApneHaath"	NDTV
#IndiaAgainstCOVID19 | Actor @KubbraSait on how she is spending her time during #CoronavirusLockdown. Follow live	NDTV
"#Watch | ""We should trust what India Council of Medical Research (ICMR) says"": Dr Devi Shetty, Chairman and Founder"	NDTV
"#Watch | ""Ventilator is a life saving equipment, a few minutes of malfunction can result in brain death"": Dr Devi S"	NDTV
"#IndiaAgainstCOVID19 | ""Exciting to see the kind of products Indians are coming up with"": Devi Shetty, Founder, Nar"	NDTV
"#Watch | ""Cannot come out of the #lockdown completely"": KK Shailaja Teacher, Kerala Health Minister"	NDTV
"#Watch | ""We started preparation and planning from January"": KK Shailaja Teacher, Kerala Health Minister"	NDTV
"#IndiaAgainstCOVID19 | ""Time to stay fit - both mentally and physically. Yoga is really good for this"": Actor Malai"	NDTV
#Watch | Singer Armaan Malik's (@ArmaanMalik22) musical encouragement amid #CoronavirusPandemic	NDTV
"#Watch | ""We all should understand that staying at home is most important"": Singer Armaan Malik (@ArmaanMalik22)"	NDTV
"#Watch | ""We need to look after those who are working for us during this time"": Leander Paes (@Leander), Indian Ten"	NDTV
"#Watch | ""We should enjoy this time with our family"": Leander Paes (@Leander), Indian Tennis player"	NDTV
"@DettolIndia #IndiaAgainstCOVID19 | ""Technology is connecting people. We come to work even when we are not in one p"	NDTV
Top stories now on 	NDTV
"#Watch | ""Technology is connecting people, ensuring safety of people, connecting businesses"": Laxman Narasimhan, CE"	NDTV
"#Watch | ""Organisers should have followed the orders of social distancing"": Manish Sisodia, Delhi Deputy Chief Mini"	NDTV
"#Watch | ""#Coronavirus can be stopped, we are prepared"": Manish Sisodia (@msisodia) Deputy Chief Minister, Delhi"	NDTV
#ApniSurakshaApneHaath | Watch singer @ArmaanMalik22's soulful rendition on #IndiaAgainstCOVID19 special 2-hour tel	NDTV
"#IndiaAgainstCOVID19 | ""Important to stay mentally sharp, fit and happy during this time"": Tennis player @Leander"	NDTV
"#Watch | ""The entire world is together in this pandemic"": Comedian Atul Khatri (@one_by_two) on importance of posit"	NDTV
"#Watch | ""We have started valuing the nature more now"": Actor Raveena Tandon (@TandonRaveena)"	NDTV
"#IndiaAgainstCOVID19 | ""Delhi is ready for extreme situations"": Deputy CM @msisodia on #CoronavirusPandemic Follo"	NDTV
#IndiaAgainstCOVID19 | Stand-up comedian Atul Khatri (@one_by_two) on the need for positivity amid	NDTV
"#Watch | ""Wear a mask every time you go out"": Dr Naresh Trehan, Chairman and MD, Medanta - The Medicity"	NDTV
#Watch | Dr Naresh Trehan, Chairman and MD, Medanta - The Medicity on role of private hospitals amid	NDTV
"#Watch | ""Technology, personal connection and physical and mental health are fundamentally changing the way we work"	NDTV
"#IndiaAgainstCOVID19 | ""N95 masks are not for general public - just for frontline workers"": Dr Naresh Trehan, Chair"	NDTV
"#Watch | ""Corporates can\'t stand back, they have to lead in every way they can to make a difference"": Laxman Narasi"	NDTV
"#Watch | ""It is a human challenge"": Laxman Narasimhan, CEO, RB on washing hands#ApniSurakshaApneHaath"	NDTV
#IndiaAgainstCOVID19 | Laxman Narasimhan, CEO, Reckitt Benckiser, on work-from-home amid #CoronavirusPandemic.	NDTV
RT @CricketNDTV: Former Indian cricketer Yuvraj Singh on Sunday pledged to donate Rs 50 lakh to PM-CARES Fund to help the country in its fi	NDTV
"#Watch | ""#Coronavirus has been a great leveler for everyone, it doesn\'t discriminate"": Actor Raveena Tandon ("	NDTV
"#IndiaAgainstCOVID19 | ""Behaviour change is the key"": Laxman Narasimhan, CEO, Reckitt Benckiser"	NDTV
"#IndiaAgainstCOVID19 | ""#Coronavirus has been a great leveller, doesn\'t affect on the basis of caste, religion, cla"	NDTV
"#Watch | ""Everybody should wear a mask when they\'re outdoors"": @PrannoyRoyNDTV#ApniSurakshaApneHaath"	NDTV
#Watch | If you are better informed, you will be able to protect and your family#ApniSurakshaApneHaath	NDTV
Live now: 2-hour special telethon, India Coming Together Against #COVID19.Watch on NDTV 24x7, NDTV India and	NDTV
Top stories now on 	NDTV
RT @carandbike: In the second episode of Freewheeling we talk to Balbir Singh Dhillon - Head of @AudiIN.Watch the whole conversion here.	NDTV
#Watch | Health Ministry releases containment plan for hotspots in India to prevent #coronavirus spread	NDTV
Behind-the-scenes at the NDTV studio 	NDTV
30 minutes to go for NDTV- @DettolIndia's #IndiaAgainstCOVID19 telethon to salute those at the forefront of fightin	NDTV
Madhya Pradesh Congress MLA supports PM's call to turn off lights at 9pm	NDTV
RT @NDTVProfit: Air Deccan Ceases Operations, All Employees On ''Sabbatical Without Pay''	NDTV
Test for #COVID-19 or face action: Himachal Pradesh to Islamic sect members	NDTV
India curbs diagnostic testing kit exports as #coronavirus spreads. 	NDTV
Top stories now on 	NDTV
RT @Sports_NDTV: Mahesh Bhupathi tweeted an adorable video of her niece amid the 21-day nationwide lockdown	NDTV
#IndiaAgainstCOVID19 | From employees to students, Indians fight the spread of #coronavirus by staying at home(In	NDTV
RT @carandbike: .@MahindraRise has opened its kitchens in 10 locations across India to supply meals and ration packets to the people in nee	NDTV
Spain sees 3rd daily drop in #coronavirus deaths. 	NDTV
Educational institutions under the Ministry of Human Resource Development donate Rs 38 crore to #PMCARESFund to fig	NDTV
UP Chief Minister Yogi Adityanath today interacted with 377 religious leaders across all districts in the state thr	NDTV
Less than 2 hours to go for NDTV - @DettolIndia's #IndiaAgainstCOVID19 telethon to salute those at the forefront of	NDTV
Bengaluru air pollution levels have come down by 60-65 % during #CoronavirusLockdown: State Pollution Control Board	NDTV
RT @Sports_NDTV: If India wins the bid, it will be the first time the country will host the continental showpiece event#AFCAsianCup #AIFF	NDTV
Centre's aggressive containment plan to control runaway #COVID-19 spread	NDTV
RT @CricketNDTV: #AshishNehra feels the absence of running for more than three months at a stretch could come in fast bowlers' way of fitne	NDTV
Top stories now on 	NDTV
Officials to identify private hospitals for #coronavirus treatment: report	NDTV
"RT @CricketNDTV: The video shows #AbdeVilliers lying down on the floor and practicing a ""boring meditation routine"" which he claims he can"	NDTV
South African Muslim cleric dies of #coronavirus after attending Delhi mosque event	NDTV
"#Watch | ""No evidence of #Coronavirus being airborne"": Dr Raman Gangakhedkar, Head Scientist, Indian Council of Med"	NDTV
#CoronavirusUpdate | No evidence of #COVID19 being airborne yet: Indian Council of Medical Research (ICMR)	NDTV
#COVID19 cases doubling in 4.1 days presently. Had #TablighiJamaat incident not happened it would have taken 7.4 da	NDTV
Delhi man skips mother's cremation, feeds needy hit by #lockdown	NDTV
Ban on large gatherings extended till April 30 in UP district near Delhi	NDTV
"#Watch | ""Instead of virus chasing us, we chase virus"": Lav Agarwal, Joint Secretary, Health Ministry on #COVID19 p"	NDTV
"#Watch | ""Crisis management plan to be implemented in all districts"": Lav Agarwal, Joint Secretary, Health Ministry"	NDTV
We salute the unsung heroes who are at the forefront of battling #IndiaAgainstCOVID19.Tune in to NDTV 24x7, NDTV	NDTV
Top stories now on 	NDTV
#Watch | India to turn off lights for 9 minutes tonight on PM's #COVID19 appeal Read here:	NDTV
"#Watch | ""This is the first time that we see people come together globally"": Actor Vicky Kaushal [@vickykaushal09]"	NDTV
1 soldier dead, 9 terrorists killed in 24 hours in Jammu and Kashmir: Police	NDTV
PM Modi dials Sonia Gandhi, ex-Presidents to discuss #COVID-19: Sources	NDTV
#IndiaAgainstCOVID19 | From going door to door to create awareness, disinfecting public places to screening people,	NDTV
RT @carandbike: .@MercedesBenzInd lists the new-gen #GLS luxury SUV on its official website ahead of its launch. More details here.	NDTV
#Coronavirus survivor was warmly greeted by his neighbours after returning home from quarantine.	NDTV
#Coronavirus #CoronavirusIndia 	NDTV
"Donald Trump warns Americans of ""tough week"" ahead"	NDTV
8 Malaysian citizens who were about to board a special flight to Malaysia were caught at the Delhi Airport today.	NDTV
Top stories now on 	NDTV
"""Scared, but have to pay for food"": #Coronavirus leaves 3 lakh sex workers jobless in Thailand"	NDTV
RT @Sports_NDTV: #RealMadrid are reportedly interested in signing midfielder Donny van de Beek from Ajax	NDTV
Amid rise in cases, #COVID19 triggers political skirmishes in Bengal 	NDTV
Streets in Odisha's Bhubaneswar wear a deserted look amid #CoronavirusLockdown (Images: ANI) #CoronavirusIndia	NDTV
#IndiaAgainstCOVID19 | The Akshaya Patra Foundation undertakes relief feeding to help poor amid #coronavirus lockdo	NDTV
RT @Sports_NDTV: The IOA thanked the National Sports Federations (NSFs) and the State Olympic Associations for contributing to the PM-Cares	NDTV
RT @Gadgets360: Fake PM CARES Links Being Used to Dupe People, Cyber Police Officials Say	NDTV
Odisha self-help groups manufacture, distribute 1 million masks 	NDTV
Kerala nurse who recovered from #COVID19 keen on resuming duty 	NDTV
Guns, grenades, bodies: Drug cartel shootout kills 19 in Mexico 	NDTV
"HD Kumaraswamy asks PM to explain 9 pm event, suspects BJP\'s ""hidden agenda"" "	NDTV
Top stories now on 	NDTV
RT @Gadgets360: Quibi Launching Hollywood 'On the Go' Streaming in the US Amid Lockdown	NDTV
RT @Gadgets360: Disney Delays Marvel Blockbusters but Hopes for Summer 'Mulan' Launch	NDTV
RT @carandbike: .@HyundaiIndia's 2020 #Verna facelift is offered in 5 variants and the car comes with a host of smart and premium features	NDTV
Yamuna river's water looks cleaner amid #CoronavirusLockdown. (Images: ANI)#CoronavirusPandemic #Covid19India 	NDTV
RT @Sports_NDTV: International Weightlifting Federation (IWF) has imposed disciplinary sanctions on Thailand and Malaysia and banned both t	NDTV
RT @carandbike: .@fcagroup has begun producing ventilator parts for Italy's Siare Engineering to help treat patients during the coronavirus	NDTV
RT @carandbike: Mahavir Group, partner of @BenelliIndia, has taken up the initiative to sanitise police vehicles in Hyderabad amidst corona	NDTV
Simple habits like washing hands regularly are key to prevent #COVID19 	NDTV
"Yamuna river\'s water ""looking cleaner"" amid lockdown: Delhi Jal Board "	NDTV
Madhya Pradesh woman dies after hospital staff fail to find ICU key 	NDTV
"""Look at New York"": Imran Khan warns Pakistan as #coronavirus cases rise "	NDTV
8 Malaysian citizens who attended Delhi mosque event caught at airport 	NDTV
"""Test, detect, isolate and treat"": P Chidambaram on testing for #coronavirus "	NDTV
Top stories now on 	NDTV
Police Using Cellphone Data To Trace People Linked To Delhi Mosque Event 	NDTV
These hunger heroes are feeding the poor and hungry in Delhi amid the #COVID19 lockdown (In partnership with	NDTV
#Coronavirus #TablighiJamaat #Nizamuddin 	NDTV
Man arrested for raping, killing 8-year-old near Noida: police 	NDTV
PM Modi, Trump discuss Yoga and Ayurveda during call on #COVID19 	NDTV
"RT @CricketNDTV: #YuvrajSingh heaped praise on a group of policemen for ""sharing their own food"" with a man in need amid #lockdown"	NDTV
CRPF chief, top officials in isolation after colleague tests positive for #coronavirus 	NDTV
Police using cellphone data to trace people linked to Delhi mosque event 	NDTV
42% of #coronavirus patients in India below 40 years: Health Ministry 	NDTV
RT @CricketNDTV: #AndrewStrauss said that while he understood why #KevinPietersen wanted to play in the #IPL, he could not let him choose t	NDTV
Gujarat firm makes low-cost ventilators in 10 days 	NDTV
472 Coronavirus Cases In India In 24 hours, 3,374 Cases So Far: 10 Points 	NDTV
